Old number,Current number,Plot,Subplot,a=2006; n=2011; nv=2016,Exclude,Added,Alive2006,Alive2011,Alive2016,Family,Species (names not updated),C=Cerrado; G=generalist; ,Shade Tolerance,H 2016 m,DAP1/16,DAP2/16,DAP3/16,DAP4/16,DAP5/16,DAP6/16,DAP7/16,G2016 (m2),dg2016 (cm),H 2011 (m),DAP 1/11,DAP2/11,DAP3/11,DAP4/11,DAP5/11,DAP6/11,DAP7/11,G2011 (m2),dg 2011 (cm),H 2006,DAP1/06,DAP2/06,DAP3/06,DAP4/06,DAP5/06,DAP6/06,DAP7/06,G2006 (m2),dg2006 (cm),dg 2006 cm,dg 2011 cm,dg 2016 cm,dbh annual increment(cm)_10 years
,4209,16,2,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,3,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,4513,16,2,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,6,8.3,,,,,,,0.0054,8.3,,,,,,,,,0,0,,,,,,,,,0,0,0,,8.3,NA
,4368,16,2,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,4228,16,2,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,4.5,5.8,,,,,,,0.0026,5.8,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.8,NA
,4588,16,2,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,4.5,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,4524,16,2,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,4291,16,2,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,5.9,,,,,,,0.0027,5.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.9,NA
,4202,16,3,nv,,2016,,NA,v,MELASTOMATACEAE,Miconia ligustroides (DC.) Naudin,C,T,6,7,,,,,,,0.0038,7,,,,,,,,,0,0,,,,,,,,,0,0,0,,7,NA
,4543,16,3,nv,,2016,,NA,v,MONIMIACEAE,Siparuna guianensis Aubl.,G,T,5,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,4571,16,3,nv,,2016,,NA,v,MALPIGHIACEAE,Byrsonima laxiflora Griseb. ,G,T,9,9.3,,,,,,,0.0068,9.3,,,,,,,,,0,0,,,,,,,,,0,0,0,,9.3,NA
,4272,16,3,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,7,7,,,,,,,0.0038,7,,,,,,,,,0,0,,,,,,,,,0,0,0,,7,NA
,4591,16,3,nv,,2016,,NA,v,MYRSINACEAE,Rapanea ferruginea (Ruiz & Pav.) Mez,G,I,5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4290,16,3,nv,,2016,,NA,v,MONIMIACEAE,Siparuna guianensis Aubl.,G,T,5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4298,16,3,nv,,2016,,NA,v,MONIMIACEAE,Siparuna guianensis Aubl.,G,T,6,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,4600,16,3,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4226,16,3,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,7,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,101,16,4,nv,,2016,,NA,v,MONIMIACEAE,Siparuna guianensis Aubl.,G,T,5,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,102,16,4,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,7,6.4,,,,,,,0.0032,6.4,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.4,NA
,106,16,4,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,104,16,4,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,7,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,107,16,5,nv,,2016,,NA,v,VOCHYSIACEAE,Qualea multiflora Mart.,C,I,4,6.4,,,,,,,0.0032,6.4,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.4,NA
,110,16,5,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,5.5,6.7,,,,,,,0.0035,6.7,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.7,NA
,111,16,6,nv,,2016,,NA,v,EUPHORBIACEAE,Pera obovata (Klotzsch) Baill.,G,T,6,6.9,,,,,,,0.0037,6.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.9,NA
,113,16,6,nv,,2016,,NA,v,EUPHORBIACEAE,Maprounea guianensis Aubl.,G,T,7,7,,,,,,,0.0038,7,,,,,,,,,0,0,,,,,,,,,0,0,0,,7,NA
,112,16,6,nv,,2016,,NA,v,MYRSINACEAE,Rapanea ferruginea (Ruiz & Pav.) Mez,G,I,6,5.9,,,,,,,0.0027,5.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.9,NA
,115,16,6,nv,,2016,,NA,v,LAURACEAE,Persea wildenovii Kosterm.,G,T,7,6.4,,,,,,,0.0032,6.4,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.4,NA
,116,16,7,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,115,16,7,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6.5,5.7,,,,,,,0.0026,5.7,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.7,NA
,120,16,8,nv,,2016,,NA,v,MALPIGHIACEAE,Byrsonima laxiflora Griseb. ,G,T,6,7.4,,,,,,,0.0043,7.4,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.4,NA
,119,16,8,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,118,16,8,nv,,2016,,NA,v,MALPIGHIACEAE,Byrsonima laxiflora Griseb. ,G,T,7,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,121,16,8,nv,,2016,,NA,v,MELASTOMATACEAE,Miconia ligustroides (DC.) Naudin,C,T,7,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,124,16,9,nv,,2016,,NA,v,MALPIGHIACEAE,Byrsonima laxiflora Griseb. ,G,T,7,9.3,,,,,,,0.0068,9.3,,,,,,,,,0,0,,,,,,,,,0,0,0,,9.3,NA
,123,16,9,nv,,2016,,NA,v,MALPIGHIACEAE,Byrsonima laxiflora Griseb. ,G,T,6,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,127,16,10,nv,,2016,,NA,v,MELASTOMATACEAE,Miconia albicans (Sw.) Triana,C,T,4.5,6,,,,,,,0.0028,6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6,NA
,130,16,10,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,5,5.7,,,,,,,0.0026,5.7,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.7,NA
,131,16,10,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,129,16,10,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,133,16,10,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,132,16,10,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,6.1,,,,,,,0.0029,6.1,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.1,NA
,126,16,10,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,128,16,10,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6.5,5.7,,,,,,,0.0026,5.7,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.7,NA
,139,17,1,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4.5,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,134,17,1,nv,,2016,,NA,v,MONIMIACEAE,Siparuna guianensis Aubl.,G,T,5,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,138,17,1,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6.5,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,135,17,1,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,8,6.4,,,,,,,0.0032,6.4,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.4,NA
,136,17,1,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,7,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,141,17,2,nv,,2016,,NA,v,MELASTOMATACEAE,Miconia ligustroides (DC.) Naudin,C,T,6,5.8,,,,,,,0.0026,5.8,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.8,NA
,137,17,2,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,7,6.1,,,,,,,0.0029,6.1,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.1,NA
,144,17,2,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,142,17,2,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,143,17,2,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,140,17,2,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6.5,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,146,17,3,nv,,2016,,NA,v,MALPIGHIACEAE,Byrsonima laxiflora Griseb. ,G,T,3.5,5.8,,,,,,,0.0026,5.8,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.8,NA
,145,17,3,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,4.5,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
147,,17,4,nv,,2016,,NA,v,MALPIGHIACEAE,Byrsonima laxiflora Griseb. ,G,T,4,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,159,17,6,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4.5,8.3,,,,,,,0.0054,8.3,,,,,,,,,0,0,,,,,,,,,0,0,0,,8.3,NA
,157,17,6,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4,6.7,,,,,,,0.0035,6.7,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.7,NA
,156,17,6,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,5,6.7,,,,,,,0.0035,6.7,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.7,NA
,158,17,6,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,5,6.6,,,,,,,0.0034,6.6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.6,NA
,154,17,6,nv,,2016,,NA,v,MELASTOMATACEAE,Miconia ligustroides (DC.) Naudin,C,T,5,6.2,,,,,,,0.003,6.2,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.2,NA
,155,17,6,nv,,2016,,NA,v,EUPHORBIACEAE,Maprounea guianensis Aubl.,G,T,6,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,160,17,6,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6.5,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,149,17,7,nv,,2016,,NA,v,COMBRETACEAE,Terminalia glabrescens Mart.,G,I,4,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,161,17,7,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,148,17,7,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,165,17,8,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,6,,,,,,,0.0028,6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6,NA
,163,17,8,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,168,17,9,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4,5.9,,,,,,,0.0027,5.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.9,NA
,164,17,9,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,169,17,9,nv,,2016,,NA,v,MELASTOMATACEAE,Miconia albicans (Sw.) Triana,C,T,4,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,167,17,9,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,5.9,,,,,,,0.0027,5.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.9,NA
,171,17,9,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,170,17,9,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,173,17,10,nv,,2016,,NA,v,EUPHORBIACEAE,Maprounea guianensis Aubl.,G,T,6,7,,,,,,,0.0038,7,,,,,,,,,0,0,,,,,,,,,0,0,0,,7,NA
,175,17,10,nv,,2016,,NA,v,EUPHORBIACEAE,Pera obovata (Klotzsch) Baill.,G,T,6,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,176,17,10,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,174,17,10,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,172,17,10,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,7,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,1502,18,1,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,6.9,,,,,,,0.0037,6.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.9,NA
,1504,18,1,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,6,6.3,,,,,,,0.0031,6.3,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.3,NA
,1510,18,4,nv,,2016,,NA,v,THYMELAEACEAE,Daphnopsis fasciculata (Meisn.) Nevling,G,T,5.5,7.5,,,,,,,0.0044,7.5,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.5,NA
,1511,18,4,nv,,2016,,NA,v,RUBIACEAE,Amaioua intermedia Mart.,G,T,4.5,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,1512,18,4,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,6.3,,,,,,,0.0031,6.3,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.3,NA
,1514,18,4,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,6.2,,,,,,,0.003,6.2,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.2,NA
,1513,18,4,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,6,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,1532,18,7,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,4,5.9,,,,,,,0.0027,5.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.9,NA
,1529,18,7,nv,,2016,,NA,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,6,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,1533,18,7,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,7.5,6,,,,,,,0.0028,6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6,NA
,1530,18,7,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,7,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,1531,18,7,nv,,2016,,NA,v,MELASTOMATACEAE,Miconia albicans (Sw.) Triana,C,T,7,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,1534,18,7,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,8,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,1542,18,9,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,1544,18,9,nv,,2016,,NA,v,EUPHORBIACEAE,Pera obovata (Klotzsch) Baill.,G,T,6,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,1541,18,9,nv,,2016,,NA,v,MELASTOMATACEAE,Miconia ligustroides (DC.) Naudin,C,T,6,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,1540,18,9,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,8.5,6,,,,,,,0.0028,6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6,NA
,1543,18,9,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,8,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,1545,18,10,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,9,5.3,5.8,,,,,,0.0048,7.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.86,NA
,1546,18,10,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,6,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,1505,18,,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6.5,7,,,,,,,0.0038,7,,,,,,,,,0,0,,,,,,,,,0,0,0,,7,NA
,1507,18,,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6.5,6,,,,,,,0.0028,6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6,NA
,1506,18,,nv,,2016,,NA,v,FABACEAE,Machaerium brasiliense Vogel,G,T,6,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,4357,19,1,nv,,2016,,NA,v,SAPOTACEAE,Pouteria ramiflora (Mart.) Radlk.,C,I,4,5.2,5.6,,,,,,0.0046,7.6,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.64,NA
,4219,19,1,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4,6.5,,,,,,,0.0033,6.5,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.5,NA
,4255,19,1,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4,6.2,,,,,,,0.003,6.2,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.2,NA
,4587,19,1,nv,,2016,,NA,v,MALPIGHIACEAE,Byrsonima coccolobifolia Kunth,C,I,4,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4203,19,2,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,5,10.4,,,,,,,0.0085,10.4,,,,,,,,,0,0,,,,,,,,,0,0,0,,10.4,NA
,4565,19,2,nv,,2016,,NA,v,ANNONACEAE,Annona crassiflora Mart.,C,I,3.8,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,4538,19,2,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,5,6.8,,,,,,,0.0036,6.8,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.8,NA
,4294,19,2,nv,,2016,,NA,v,FABACEAE,Machaerium acutifolium Vogel,C,I,4,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,4212,19,3,nv,,2016,,NA,v,OCHNACEAE,Ouratea spectabilis (Mart. ex Engl.) Engl.,C,I,2.4,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4236,19,3,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4,6,,,,,,,0.0028,6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6,NA
,4273,19,3,nv,,2016,,NA,v,MYRTACEAE,Myrcia lasiantha DC.,G,I,4.5,6.1,,,,,,,0.0029,6.1,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.1,NA
,4204,19,3,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,5.5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4347,19,5,nv,,2016,,NA,v,ANNONACEAE,Annona crassiflora Mart.,C,I,3,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,4287,19,5,nv,,2016,,NA,v,EUPHORBIACEAE,Pera obovata (Klotzsch) Baill.,G,T,8,9.1,7.9,,,,,,0.0114,12.1,,,,,,,,,0,0,,,,,,,,,0,0,0,,12.05,NA
,4373,19,5,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,5,6.3,,,,,,,0.0031,6.3,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.3,NA
,4532,19,5,nv,,2016,,NA,v,ANACARDIACEAE,Tapirira guianensis Aubl.,G,T,6,6.1,,,,,,,0.0029,6.1,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.1,NA
,4520,19,5,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4322,19,7,nv,,2016,,NA,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,2.5,5.7,,,,,,,0.0026,5.7,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.7,NA
,4318,19,8,nv,,2016,,NA,v,CELASTRACEAE,Austroplenckia populnea (Reissek) Lundell,C,I,2.8,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4342,19,8,nv,,2016,,NA,v,FABACEAE,Stryphnodendron obovatum Benth.,C,I,4,6.5,,,,,,,0.0033,6.5,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.5,NA
,4324,19,8,nv,,2016,,NA,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,5.5,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,4360,19,8,nv,,2016,,NA,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,6,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,4594,19,9,nv,,2016,,NA,v,MYRTACEAE,Myrcia bella Cambess,C,I,3.5,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,4344,19,9,nv,,2016,,NA,v,ANACARDIACEAE,Tapirira guianensis Aubl.,G,T,4,6.1,,,,,,,0.0029,6.1,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.1,NA
,6995,19,9,nv,,2016,,NA,v,ANNONACEAE,Annona crassiflora Mart.,C,I,5,7.5,,,,,,,0.0044,7.5,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.5,NA
,4211,19,9,nv,,2016,,NA,v,FABACEAE,Stryphnodendron obovatum Benth.,C,I,3.5,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,4340,19,9,nv,,2016,,NA,v,FABACEAE,Machaerium acutifolium Vogel,C,I,6,8.2,,,,,,,0.0053,8.2,,,,,,,,,0,0,,,,,,,,,0,0,0,,8.2,NA
