"","Old.number","Current.number","Plot","Subplot","a.2006..n.2011..nv.2016","Exclude","Added","Alive2006","Alive2011","Alive2016","Family","Species..names.not.updated.","C.Cerrado..G.generalist.","Shade.Tolerance","H.2016.m","DAP1.16","DAP2.16","DAP3.16","DAP4.16","DAP5.16","DAP6.16","DAP7.16","G2016..m2.","dg2016..cm.","H.2011..m.","DAP.1.11","DAP2.11","DAP3.11","DAP4.11","DAP5.11","DAP6.11","DAP7.11","G2011..m2.","dg.2011..cm.","H.2006","DAP1.06","DAP2.06","DAP3.06","DAP4.06","DAP5.06","DAP6.06","DAP7.06","G2006..m2.","dg2006..cm.","dg.2006.cm","dg.2011.cm","dg.2016.cm","dbh.annual.increment.cm._10.years","Code","BA.above2006","BA.above2011","Died2011","Died2016","TBA.2006.m2ha.1","TBA.2011.m2.ha.1","Total.sand..","Clay..","Silt..","Coarse.sand..","Fine.sand..","Base.saturation.V..0.20cm","clay.silt..","Fine.sand.clay.silt","Areia.Grossa","Base.saturation.V..60.80cm","Canopy.cover..","Canopy.oppeness..","Transprecipitation.2006..","soil.humidity.0.20cm..","Diameter.increment.cm.yr","PC1","PC2"
"5759",NA,"4262","15","10","nv",NA,"2016",NA,NA,"v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","5","5.2",NA,NA,NA,NA,NA,NA,"0.0021","5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.2,NA,"OCCO",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5760",NA,"4238","15","10","nv",NA,"2016",NA,NA,"v","MYRSINACEAE","Rapanea umbellata (Mart.) Mez.","G","T","5","5.1",NA,NA,NA,NA,NA,NA,"0.002","5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.1,NA,"RAUM",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5761",NA,"4553","15","10","nv",NA,"2016",NA,NA,"v","MYRSINACEAE","Rapanea umbellata (Mart.) Mez.","G","T","5","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"RAUM",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5762",NA,"4296","15","10","nv",NA,"2016",NA,NA,"v","FABACEAE","Copaifera langsdorffii Desf.","G","T","6","5.6",NA,NA,NA,NA,NA,NA,"0.0025","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.6,NA,"COLA",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5763",NA,"4232","15","10","nv",NA,"2016",NA,NA,"v","EUPHORBIACEAE","Maprounea guianensis Aubl.","G","T","6","5.4",NA,NA,NA,NA,NA,NA,"0.0023","5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.4,NA,"MAGU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5764",NA,"4531","16","1","nv",NA,"2016",NA,NA,"v","MALPIGHIACEAE","Byrsonima laxiflora Griseb. ","G","T","4","5.3",NA,NA,NA,NA,NA,NA,"0.0022","5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.3,NA,"BYLA",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5765",NA,"4574","16","1","nv",NA,"2016",NA,NA,"v","MELASTOMATACEAE","Miconia albicans (Sw.) Triana","C","T","4","5.2",NA,NA,NA,NA,NA,NA,"0.0021","5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.2,NA,"MIAL",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5766",NA,"4578","16","1","nv",NA,"2016",NA,NA,"v","EUPHORBIACEAE","Maprounea guianensis Aubl.","G","T","5","6.4",NA,NA,NA,NA,NA,NA,"0.0032","6.4",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6.4,NA,"MAGU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5767",NA,"4286","16","1","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","6","7.4",NA,NA,NA,NA,NA,NA,"0.0043","7.4",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,7.4,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5768",NA,"4275","16","1","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","6","6.9",NA,NA,NA,NA,NA,NA,"0.0037","6.9",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6.9,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5769",NA,"4584","16","1","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","5.5","6.1",NA,NA,NA,NA,NA,NA,"0.0029","6.1",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6.1,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5770",NA,"4268","16","1","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","6","6.5",NA,NA,NA,NA,NA,NA,"0.0033","6.5",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6.5,NA,"VOTU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5771",NA,"4288","16","1","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","5","5.1",NA,NA,NA,NA,NA,NA,"0.002","5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.1,NA,"VOTU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5772",NA,"4279","16","1","nv",NA,"2016",NA,NA,"v","EUPHORBIACEAE","Maprounea guianensis Aubl.","G","T","5","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"MAGU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5773",NA,"4352","16","1","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","5.5","5.3",NA,NA,NA,NA,NA,NA,"0.0022","5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.3,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5774",NA,"4241","16","1","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","6","5.6",NA,NA,NA,NA,NA,NA,"0.0025","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.6,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5775",NA,"4361","16","1","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","6","5.2",NA,NA,NA,NA,NA,NA,"0.0021","5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.2,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5776",NA,"4261","16","2","nv",NA,"2016",NA,NA,"v","FABACEAE","Machaerium acutifolium Vogel","C","I","3","5.8",NA,NA,NA,NA,NA,NA,"0.0026","5.8",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.8,NA,"MAAC",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5777",NA,"4230","16","2","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","3","5.6",NA,NA,NA,NA,NA,NA,"0.0025","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.6,NA,"VOTU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5778",NA,"4209","16","2","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","3","5.4",NA,NA,NA,NA,NA,NA,"0.0023","5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.4,NA,"VOTU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5779",NA,"4513","16","2","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","6","8.3",NA,NA,NA,NA,NA,NA,"0.0054","8.3",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,8.3,NA,"VOTU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5780",NA,"4368","16","2","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","4","5.5",NA,NA,NA,NA,NA,NA,"0.0024","5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.5,NA,"VOTU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5781",NA,"4228","16","2","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","4.5","5.8",NA,NA,NA,NA,NA,NA,"0.0026","5.8",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.8,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5782",NA,"4588","16","2","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","4.5","5.3",NA,NA,NA,NA,NA,NA,"0.0022","5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.3,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5783",NA,"4524","16","2","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","5","5.5",NA,NA,NA,NA,NA,NA,"0.0024","5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.5,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5784",NA,"4291","16","2","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","6","5.9",NA,NA,NA,NA,NA,NA,"0.0027","5.9",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.9,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5785",NA,"4202","16","3","nv",NA,"2016",NA,NA,"v","MELASTOMATACEAE","Miconia ligustroides (DC.) Naudin","C","T","6","7",NA,NA,NA,NA,NA,NA,"0.0038","7",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,7,NA,"MILI",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5786",NA,"4543","16","3","nv",NA,"2016",NA,NA,"v","MONIMIACEAE","Siparuna guianensis Aubl.","G","T","5","5.5",NA,NA,NA,NA,NA,NA,"0.0024","5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.5,NA,"SIGU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5787",NA,"4571","16","3","nv",NA,"2016",NA,NA,"v","MALPIGHIACEAE","Byrsonima laxiflora Griseb. ","G","T","9","9.3",NA,NA,NA,NA,NA,NA,"0.0068","9.3",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,9.3,NA,"BYLA",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5788",NA,"4272","16","3","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","7","7",NA,NA,NA,NA,NA,NA,"0.0038","7",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,7,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5789",NA,"4591","16","3","nv",NA,"2016",NA,NA,"v","MYRSINACEAE","Rapanea ferruginea (Ruiz & Pav.) Mez","G","I","5","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"RAFE",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5790",NA,"4290","16","3","nv",NA,"2016",NA,NA,"v","MONIMIACEAE","Siparuna guianensis Aubl.","G","T","5","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"SIGU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5791",NA,"4298","16","3","nv",NA,"2016",NA,NA,"v","MONIMIACEAE","Siparuna guianensis Aubl.","G","T","6","5.4",NA,NA,NA,NA,NA,NA,"0.0023","5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.4,NA,"SIGU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5792",NA,"4600","16","3","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","6","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5793",NA,"4226","16","3","nv",NA,"2016",NA,NA,"v","MYRSINACEAE","Rapanea umbellata (Mart.) Mez.","G","T","7","5.6",NA,NA,NA,NA,NA,NA,"0.0025","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.6,NA,"RAUM",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5794",NA,"101","16","4","nv",NA,"2016",NA,NA,"v","MONIMIACEAE","Siparuna guianensis Aubl.","G","T","5","5.3",NA,NA,NA,NA,NA,NA,"0.0022","5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.3,NA,"SIGU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5795",NA,"102","16","4","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","7","6.4",NA,NA,NA,NA,NA,NA,"0.0032","6.4",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6.4,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5796",NA,"106","16","4","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","6","5.3",NA,NA,NA,NA,NA,NA,"0.0022","5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.3,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5797",NA,"104","16","4","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","7","5.6",NA,NA,NA,NA,NA,NA,"0.0025","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.6,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5798",NA,"107","16","5","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Qualea multiflora Mart.","C","I","4","6.4",NA,NA,NA,NA,NA,NA,"0.0032","6.4",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6.4,NA,"QUMU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5799",NA,"110","16","5","nv",NA,"2016",NA,NA,"v","MYRSINACEAE","Rapanea umbellata (Mart.) Mez.","G","T","5.5","6.7",NA,NA,NA,NA,NA,NA,"0.0035","6.7",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6.7,NA,"RAUM",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5800",NA,"111","16","6","nv",NA,"2016",NA,NA,"v","EUPHORBIACEAE","Pera obovata (Klotzsch) Baill.","G","T","6","6.9",NA,NA,NA,NA,NA,NA,"0.0037","6.9",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6.9,NA,"PEOB",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5801",NA,"113","16","6","nv",NA,"2016",NA,NA,"v","EUPHORBIACEAE","Maprounea guianensis Aubl.","G","T","7","7",NA,NA,NA,NA,NA,NA,"0.0038","7",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,7,NA,"MAGU",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5802",NA,"112","16","6","nv",NA,"2016",NA,NA,"v","MYRSINACEAE","Rapanea ferruginea (Ruiz & Pav.) Mez","G","I","6","5.9",NA,NA,NA,NA,NA,NA,"0.0027","5.9",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.9,NA,"RAFE",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5803",NA,"115","16","6","nv",NA,"2016",NA,NA,"v","LAURACEAE","Persea wildenovii Kosterm.","G","T","7","6.4",NA,NA,NA,NA,NA,NA,"0.0032","6.4",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6.4,NA,"PEWI",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5804",NA,"116","16","7","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","5","5.1",NA,NA,NA,NA,NA,NA,"0.002","5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.1,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5805",NA,"115","16","7","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","6.5","5.7",NA,NA,NA,NA,NA,NA,"0.0026","5.7",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.7,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5806",NA,"120","16","8","nv",NA,"2016",NA,NA,"v","MALPIGHIACEAE","Byrsonima laxiflora Griseb. ","G","T","6","7.4",NA,NA,NA,NA,NA,NA,"0.0043","7.4",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,7.4,NA,"BYLA",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
"5807",NA,"119","16","8","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","6","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"XYAR",0,0,NA,"n",9.72,12.26176179,50.77,17.31,4.02,43.9,34.77,4.1,21.3,56.1,43.9,5.4,66.613,33.39,94.47,0.68,0.28,2.85209742582359,-1.23939745655777
